nomi,yil,janr,reyting,distribyutor,byudjet,ichki_daromad,jahon_daromadi
Joheunnom nabbeunnom isanghannom,2010,Action,R,,10000000.0,128486.0,42226657.0
Blood Done Sign My Name,2010,Drama,PG-13,Paladin,10000000.0,109383.0,109383.0
Motherhood,2009,Comedy,PG-13,Freestyle Releasing,10000000.0,93388.0,723388.0
Eulogy,2004,Comedy,R,Artisan,10000000.0,70527.0,70527.0
Elsa & Fred,2014,Comedy,PG-13,Alchemy,10000000.0,67657.0,109144.0
The Open Road,2009,Drama,PG-13,Anchor Bay Entertai…,10000000.0,19716.0,19716.0
Strangerland,2015,Drama,R,Alchemy,10000000.0,17472.0,161097.0
Janky Promoters,2009,Comedy,R,Third Rail,10000000.0,9069.0,9069.0
Blonde Ambition,2007,Comedy,PG-13,First Look,10000000.0,6422.0,1537479.0
It's a Wonderful Afterlife,2010,Comedy,PG-13,UTV Communications,10000000.0,0.0,1642939.0
Fifty Dead Men Walking,2009,Drama,R,Phase 4 Films,10000000.0,0.0,997921.0
Plastic,2014,Action,R,ARC Entertainment,10000000.0,0.0,575371.0
Partition,2007,Drama,,,10000000.0,0.0,0.0
Detention,2012,Comedy,R,Samuel Goldwyn Films,10000000.0,0.0,0.0
Nurse 3D,2014,Horror,R,Lionsgate,10000000.0,0.0,0.0
American Heist,2015,Action,R,Lionsgate,10000000.0,0.0,0.0
Amour,2012,Drama,PG-13,Sony Pictures Classics,9700000.0,6738954.0,36787044.0
The Lost City,2006,Drama,R,Magnolia Pictures,9600000.0,2484186.0,5256839.0
Next Friday,2000,Comedy,R,New Line,9500000.0,57176582.0,59675307.0
The Runaways,2010,Drama,R,Apparition,9500000.0,3573673.0,5278632.0
Gentlemen Broncos,2009,Comedy,PG-13,Fox Searchlight,9500000.0,115155.0,119955.0
Volver,2006,Comedy,R,Sony Pictures Classics,9400000.0,12899867.0,87226613.0
Ouija: Origin of Evil,2016,Horror,PG-13,Universal,9000000.0,35144505.0,81831866.0
Black or White,2015,Drama,PG-13,Relativity,9000000.0,21571189.0,21971021.0
Harold & Kumar Go to White Castle,2004,Comedy,R,New Line,9000000.0,18225165.0,18225165.0
The Contender,2000,Drama,R,Dreamworks SKG,9000000.0,17804273.0,17804273.0
Boiler Room,2000,Drama,R,New Line,9000000.0,16963963.0,28773637.0
Black Christmas,2006,Horror,R,MGM,9000000.0,16235738.0,16235738.0
The Edge of Seventeen,2016,Drama,R,STX Entertainment,9000000.0,14431633.0,19096003.0
Jackie,2016,Drama,R,Fox Searchlight,9000000.0,13960394.0,29345883.0
Loving,2016,Drama,PG-13,Focus Features,9000000.0,7710234.0,12898064.0
The Savages,2007,Drama,R,Fox Searchlight,9000000.0,6623082.0,10642023.0
Chasing Papi,2003,Comedy,PG,20th Century Fox,9000000.0,6126237.0,12657377.0
The Way of the Gun,2000,Action,R,Artisan,9000000.0,6047856.0,13061935.0
Hamlet 2,2008,Comedy,R,Focus Features,9000000.0,4886216.0,4934104.0
Igby Goes Down,2002,Comedy,R,MGM,9000000.0,4777465.0,4777465.0
The Ultimate Gift,2007,Drama,PG,Film Foundry,9000000.0,3438735.0,3438735.0
Beautiful,2000,Drama,PG-13,Destination Films,9000000.0,3134509.0,3134509.0
Gracie,2007,Drama,PG-13,Picturehouse,9000000.0,2956339.0,3922043.0
Greater,2016,Drama,PG,Hammond Entertainment,9000000.0,2000093.0,2000093.0
Trust the Man,2006,Comedy,R,Fox Searchlight,9000000.0,1530535.0,2548378.0
Princess Kaiulani,2010,Drama,PG,Roadside Attractions,9000000.0,883887.0,883887.0
Dheepan,2016,Drama,R,Sundance Selects,9000000.0,248795.0,7704357.0
All or Nothing,2002,Drama,R,MGM,9000000.0,184255.0,184255.0
Opal Dream,2006,Drama,PG,Strand,9000000.0,14443.0,14443.0
Skin Trade,2015,Action,R,Magnolia Pictures,9000000.0,1242.0,1242.0
Veronika Decides to Die,2015,Drama,R,Entertainment One,9000000.0,0.0,2243.0
Ultramarines,2011,Action,R,Codex Pictures,8900000.0,0.0,0.0
Manchester by the Sea,2016,Drama,R,Roadside Attractions,8500000.0,47695371.0,77733867.0
Crazy Heart,2009,Drama,R,Fox Searchlight,8500000.0,39471742.0,47417251.0
Star Wars: The Clone Wars,2008,Adventure,PG,Warner Bros.,8500000.0,35161554.0,68695443.0
The DUFF,2015,Comedy,PG-13,CBS Films,8500000.0,34030343.0,43528634.0
The Namesake,2007,Drama,PG-13,Fox Searchlight,8500000.0,13610521.0,20288774.0
Club Dread,2004,Comedy,R,Fox Searchlight,8500000.0,5001655.0,7573551.0
Bright Star,2009,Drama,PG,Apparition,8500000.0,4444637.0,17220091.0
The Rover,2014,Drama,R,A24,8500000.0,1109199.0,3180252.0
A.C.O.R.N.S.: Operation Crackdown,2016,Adventure,PG,Viva Entertainment,8500000.0,0.0,1353287.0
My Name is Khan,2010,Drama,PG-13,Fox Searchlight,8470000.0,4046336.0,42355526.0
The City of Your Final Destination,2010,Drama,PG-13,Hyde Park Films,8300000.0,493296.0,1353296.0
Kurtlar vadisi - Irak,2006,Action,,,8300000.0,0.0,24906717.0
Little Miss Sunshine,2006,Comedy,R,Fox Searchlight,8000000.0,59891098.0,100642353.0
Easy A,2010,Comedy,PG-13,Sony Pictures,8000000.0,58401464.0,76200721.0
28 Days Later…,2003,Horror,R,Fox Searchlight,8000000.0,45064915.0,82955633.0
You Got Served,2004,Drama,PG-13,Sony Pictures,8000000.0,40066497.0,50811858.0
Shutter,2008,Horror,PG-13,20th Century Fox,8000000.0,25928550.0,47782426.0
Akeelah and the Bee,2006,Drama,PG,Lionsgate,8000000.0,18848430.0,18959424.0
Enough Said,2013,Comedy,PG-13,Fox Searchlight,8000000.0,17550872.0,25621449.0
Begin Again,2014,Drama,R,Weinstein Co.,8000000.0,16170632.0,68838736.0
See No Evil,2006,Horror,R,Lionsgate,8000000.0,15032800.0,18828036.0
The Good Girl,2002,Drama,R,Fox Searchlight,8000000.0,14018296.0,16585503.0
Prom,2011,Comedy,PG,Walt Disney,8000000.0,10130219.0,10763183.0
Shadow of the Vampire,2000,Drama,R,Lionsgate,8000000.0,8279017.0,8279017.0
Me and Earl and the Dying Girl,2015,Drama,PG-13,Fox Searchlight,8000000.0,6758416.0,9266180.0
It's Kind of a Funny Story,2010,Comedy,PG-13,Focus Features,8000000.0,6363628.0,6632950.0
Held Up,2000,Comedy,PG-13,Trimark,8000000.0,4714090.0,4714090.0
Anomalisa,2015,Adventure,R,Paramount Pictures,8000000.0,3759286.0,5538273.0
Caché,2005,Drama,R,Sony Pictures Classics,8000000.0,3647381.0,19891331.0
Another Year,2010,Drama,PG-13,Sony Pictures Classics,8000000.0,3205706.0,20005613.0
Made in Dagenham,2010,Drama,R,Sony Pictures Classics,8000000.0,1095369.0,15644196.0
Brooklyn Rules,2007,Drama,R,Lionsgate,8000000.0,458232.0,458232.0
The Singing Detective,2003,Comedy,R,Paramount Pictures,8000000.0,336456.0,524747.0
Fido,2007,Horror,R,Lionsgate,8000000.0,298110.0,456814.0
Restless,2011,Drama,PG-13,Sony Pictures Classics,8000000.0,163753.0,2772511.0
The Wendell Baker Story,2007,Comedy,PG-13,ThinkFilm,8000000.0,127188.0,127188.0
Wild Target,2010,Comedy,PG-13,Freestyle Releasing,8000000.0,109338.0,5314194.0
Aloft,2015,Drama,R,Sony Pictures Classics,8000000.0,53086.0,53086.0
Fireflies in the Garden,2011,Drama,R,,8000000.0,36884.0,3587191.0
Akira,2001,Action,R,,8000000.0,19585.0,19585.0
"Don Gato, el inicio de la pandilla",2017,Adventure,PG,Viva Entertainment,8000000.0,0.0,4598934.0
Maurice Richard,2007,Drama,PG,Palm Pictures,8000000.0,0.0,0.0
Code of Honor,2016,Action,R,Lionsgate Premiere,8000000.0,0.0,0.0
Hostel: Part II,2007,Horror,R,Lionsgate,7500000.0,17544812.0,33606409.0
An Education,2009,Drama,PG-13,Sony Pictures Classics,7500000.0,12574914.0,29652736.0
Extract,2009,Comedy,R,Miramax,7500000.0,10823158.0,10849158.0
Shopgirl,2005,Drama,R,Walt Disney,7500000.0,10284523.0,11758418.0
Men with Brooms,2002,Comedy,R,Artisan,7500000.0,4239767.0,4239767.0
Witless Protection,2008,Comedy,PG-13,Lionsgate,7500000.0,4151836.0,4151836.0
The Work and the Glory,2004,Drama,PG,Excel Entertainment,7500000.0,3347647.0,3347647.0
Albert Nobbs,2011,Drama,R,Roadside Attractions,7500000.0,3014696.0,8539003.0
The Neon Demon,2016,Horror,R,Broad Green Pictures,7500000.0,1333124.0,3559803.0
Masked and Anonymous,2003,Drama,PG-13,Sony Pictures,7500000.0,533344.0,555335.0
Borg vs McEnroe,2018,Drama,R,Neon,7500000.0,231346.0,3257078.0
Pound of Flesh,2015,Action,R,Entertainment One,7500000.0,0.0,0.0
Persepolis,2007,Drama,PG-13,Sony Pictures Classics,7300000.0,4443403.0,25397460.0
Die Welle,2011,Drama,,IFC Films,7250000.0,0.0,35122948.0
Juno,2007,Comedy,PG-13,Fox Searchlight,7000000.0,143495265.0,231450102.0
Magic Mike,2012,Comedy,R,Warner Bros.,7000000.0,113721571.0,170549753.0
I Can Only Imagine,2018,Drama,PG,Roadside Attractions,7000000.0,83482352.0,85430011.0
My Dog Skip,2000,Drama,PG,Warner Bros.,7000000.0,34099640.0,35795319.0
Darkness Falls,2003,Horror,PG-13,Sony Pictures,7000000.0,32539681.0,47289758.0
"Good Night, and Good Luck",2005,Drama,PG,Warner Independent,7000000.0,31501218.0,56586901.0
Capote,2005,Drama,R,Sony Pictures Classics,7000000.0,28750530.0,49924079.0
Kingdom Come,2001,Comedy,PG,Fox Searchlight,7000000.0,23247539.0,23393939.0
Dope,2015,Comedy,R,Open Road,7000000.0,17506470.0,18190831.0
The Devil's Rejects,2005,Horror,R,Lionsgate,7000000.0,17044981.0,20940428.0
Devil's Due,2014,Horror,R,20th Century Fox,7000000.0,15821461.0,36146087.0
Beyond the Lights,2014,Drama,PG-13,Relativity,7000000.0,14618727.0,14618727.0
"House of 1,000 Corpses",2003,Horror,R,Lionsgate,7000000.0,12634962.0,17005466.0
House of the Dead,2003,Horror,R,Artisan,7000000.0,10199354.0,13767816.0
A Serious Man,2009,Comedy,R,Focus Features,7000000.0,9228788.0,30360570.0
A Single Man,2009,Drama,R,Weinstein Co.,7000000.0,9176000.0,28142379.0
Cyrus,2010,Comedy,R,Fox Searchlight,7000000.0,7468936.0,10062896.0
Rabbit-Proof Fence,2002,Drama,PG,Miramax,7000000.0,6199600.0,16866928.0
Who's Your Caddy?,2007,Comedy,PG-13,MGM,7000000.0,5694308.0,5694308.0
The Other Side of Heaven,2001,Drama,PG,Excel Entertainment,7000000.0,4720371.0,4720371.0
Redbelt,2008,Action,R,Sony Pictures Classics,7000000.0,2344847.0,2667084.0
Auto Focus,2002,Drama,R,Sony Pictures Classics,7000000.0,2062066.0,2703821.0
The Mighty Macs,2011,Drama,G,Quaker Media,7000000.0,1891936.0,1891936.0
Somewhere,2010,Drama,R,Focus Features,7000000.0,1785645.0,17023121.0
We Need to Talk About Kevin,2012,Drama,R,Oscilloscope Pictures,7000000.0,1738692.0,10765283.0
Factory Girl,2007,Drama,R,MGM,7000000.0,1661464.0,1661464.0
The Christmas Candle,2013,Adventure,PG,Echolight Studios,7000000.0,1632000.0,1933829.0
I Hope They Serve Beer in Hell,2009,Comedy,R,Freestyle Releasing,7000000.0,1429299.0,1429453.0
Mother and Child,2010,Drama,R,Sony Pictures Classics,7000000.0,1110509.0,6537179.0
Freeheld,2015,Drama,PG-13,Lionsgate,7000000.0,546201.0,1732228.0
Dom Hemingway,2014,Comedy,R,Fox Searchlight,7000000.0,523511.0,1857458.0
The Extra Man,2010,Comedy,R,Magnolia Pictures,7000000.0,453377.0,492108.0
Hesher,2011,Drama,R,Wrekin Hill Enterta…,7000000.0,382946.0,382946.0
Gerry,2003,Drama,R,ThinkFilm,7000000.0,254683.0,719699.0
The Boondock Saints,2000,Action,R,Indican Pictures,7000000.0,30471.0,411874.0
The Kings of Appletown,2008,Action,PG,,7000000.0,0.0,0.0
House at the End of the Street,2012,Horror,PG-13,Relativity,6900000.0,31611916.0,44103982.0
Incendies,2010,Drama,R,Sony Pictures Classics,6800000.0,6857096.0,16038343.0
The Chumscrubber,2005,Drama,R,Picturehouse,6800000.0,49526.0,49526.0
Tropa de Elite,2008,Action,R,IFC Films,6537890.0,8744.0,14319195.0
Annabelle,2014,Horror,R,Warner Bros.,6500000.0,84273813.0,256862920.0
Friends with Money,2006,Comedy,R,Sony Pictures Classics,6500000.0,13368437.0,18110152.0
Nowhere in Africa,2003,Drama,R,Zeitgeist,6500000.0,6173485.0,6173485.0
The East,2013,Drama,PG-13,Fox Searchlight,6500000.0,2274649.0,3027956.0
The Messenger,2009,Drama,R,Oscilloscope Pictures,6500000.0,1109660.0,1744952.0
A Home at the End of the World,2004,Drama,R,Warner Independent,6500000.0,1029017.0,1033810.0
"Good Bye, Lenin!",2004,Comedy,R,Sony Pictures Classics,6400000.0,4063859.0,79384539.0
Control,2007,Drama,R,Weinstein Co.,6400000.0,871577.0,8902141.0
The Damned United,2009,Drama,R,Sony Pictures Classics,6400000.0,449865.0,4199874.0
Die Fälscher,2008,Drama,R,Sony Pictures Classics,6250000.0,5488570.0,20199663.0
The Brothers,2001,Comedy,R,Sony Pictures,6000000.0,27457409.0,27958191.0
The Wrestler,2008,Drama,R,Fox Searchlight,6000000.0,26238243.0,46634275.0
National Lampoon’s Van Wilder,2002,Comedy,R,Artisan,6000000.0,21305259.0,39241323.0
Best in Show,2000,Comedy,PG-13,Warner Bros.,6000000.0,18621249.0,20695413.0
The Last King of Scotland,2006,Drama,R,Fox Searchlight,6000000.0,17606684.0,49155371.0
A Mighty Wind,2003,Comedy,PG-13,Warner Bros.,6000000.0,17583468.0,18504539.0
Daddy Day Camp,2007,Comedy,PG,Sony Pictures,6000000.0,13235267.0,18209872.0
The Words,2012,Drama,PG-13,CBS Films,6000000.0,11494838.0,16369708.0
Pollock,2000,Drama,R,Sony Pictures Classics,6000000.0,8596914.0,10557291.0
City Island,2010,Comedy,PG-13,Anchor Bay Entertai…,6000000.0,6671283.0,8173486.0
Casa de mi Padre,2012,Comedy,R,Lionsgate,6000000.0,5909483.0,8446952.0
The Guard,2011,Comedy,R,Sony Pictures Classics,6000000.0,5359774.0,21197454.0
College,2008,Comedy,R,MGM,6000000.0,4694491.0,6176114.0
La science des rêves,2006,Comedy,R,Warner Independent,6000000.0,4670644.0,15137932.0
Miss March,2009,Comedy,R,20th Century Fox,6000000.0,4543320.0,4713059.0
Wish I Was Here,2014,Comedy,R,Focus Features,6000000.0,3591299.0,6591365.0
Venus,2006,Drama,R,Miramax,6000000.0,3347411.0,7818479.0
Veronica Mars,2014,Drama,PG-13,Warner Bros.,6000000.0,3322127.0,3485383.0
Shattered Glass,2003,Drama,PG-13,Lionsgate,6000000.0,2207975.0,3456602.0
The Wackness,2008,Comedy,R,Sony Pictures Classics,6000000.0,2077046.0,3330012.0
Novocaine,2001,Comedy,R,Artisan,6000000.0,2025238.0,2522928.0
Snow Flower and the Secret Fan,2011,Drama,PG-13,Fox Searchlight,6000000.0,1348205.0,11348205.0
The Business of Strangers,2001,Drama,R,IFC Films,6000000.0,1030920.0,1290920.0
Jûsan-nin no shikaku,2011,Action,R,Magnolia Pictures,6000000.0,802778.0,18727440.0
The 5th Quarter,2011,Drama,PG,Rocky Mountain Pict…,6000000.0,408159.0,408159.0
Come Early Morning,2006,Drama,R,IDP/Goldwyn/Roadside,6000000.0,119452.0,119452.0
The Greatest,2010,Drama,R,Paladin,6000000.0,115862.0,117796.0
"Surfer, Dude",2008,Comedy,R,Anchor Bay Entertai…,6000000.0,36497.0,36497.0
Song One,2015,Drama,PG-13,Cinedigm/Film Arcade,6000000.0,32251.0,437089.0
Winter in Wartime,2011,Drama,R,Sony Pictures Classics,5800000.0,542860.0,9662214.0
Tom yum goong,2006,Action,R,Weinstein Co.,5700000.0,12044087.0,43044087.0
The Inbetweeners,2012,Comedy,R,Wrekin Hill Enterta…,5700000.0,35955.0,86051320.0
Bend it Like Beckham,2003,Drama,PG-13,Fox Searchlight,5600000.0,32543449.0,74566042.0
Crossover,2006,Drama,PG-13,Sony Pictures,5600000.0,7009668.0,7009668.0
Sunshine State,2002,Drama,PG-13,Sony Pictures Classics,5600000.0,3064356.0,3281898.0
Diary of a Mad Black Woman,2005,Drama,PG-13,Lionsgate,5500000.0,50406346.0,50458356.0
Hell Fest,2018,Horror,R,CBS Films,5500000.0,10751601.0,12527795.0
Mambo Italiano,2003,Comedy,R,Goldwyn Entertainment,5500000.0,9282750.0,12399772.0
Ghost World,2001,Comedy,R,MGM,5500000.0,6217849.0,8761608.0
Iris,2001,Drama,R,Miramax,5500000.0,5580479.0,15155021.0
Les Choristes,2004,Drama,PG-13,Miramax,5500000.0,3629758.0,83529758.0
Wonderland,2003,Drama,R,Lionsgate,5500000.0,1060512.0,1060512.0
Haevnen,2011,Drama,R,Sony Pictures Classics,5500000.0,1008098.0,15867314.0
Harvard Man,2002,Drama,R,,5500000.0,56653.0,56653.0
Salvation Boulevard,2011,Comedy,R,IFC Films,5500000.0,28468.0,28468.0
The Ten,2007,Comedy,R,ThinkFilm,5250000.0,769726.0,786677.0
The Girl with all the Gifts,2017,Horror,R,Saban Films,5250000.0,0.0,4802379.0
Saint Ralph,2005,Comedy,PG-13,Samuel Goldwyn Films,5200000.0,795126.0,1695126.0
Dum Maaro Dum,2011,Drama,R,Fox Searchlight,5200000.0,564489.0,11633427.0
Get Out,2017,Horror,R,Universal,5000000.0,176040665.0,255363701.0
Split,2017,Horror,PG-13,Universal,5000000.0,138141585.0,278306227.0
Paranormal Activity 3,2011,Horror,R,Paramount Pictures,5000000.0,104028807.0,202053386.0
Saw II,2005,Horror,R,Lionsgate,5000000.0,87025093.0,152925093.0
Insidious Chapter 2,2013,Horror,PG-13,FilmDistrict,5000000.0,83586447.0,161921515.0
Lights Out,2016,Horror,PG-13,Warner Bros.,5000000.0,67268835.0,148868835.0
Jackass: The Movie,2002,Comedy,R,Paramount Pictures,5000000.0,64282312.0,79282312.0
Happy Death Day,2017,Horror,PG-13,Universal,5000000.0,55683845.0,125013000.0
Paranormal Activity 4,2012,Horror,R,Paramount Pictures,5000000.0,53900335.0,140619520.0
Ouija,2014,Horror,PG-13,Universal,5000000.0,50856010.0,103300632.0
No se Aceptan Devoluciones,2013,Comedy,PG-13,Lionsgate,5000000.0,44467206.0,100486616.0
Monster,2003,Drama,R,Newmarket Films,5000000.0,34469210.0,64240813.0
Oculus,2014,Horror,R,Relativity,5000000.0,27695246.0,44115496.0
Dallas Buyers Club,2013,Drama,R,Focus Features,5000000.0,27298285.0,60611845.0
The Lazarus Effect,2015,Horror,PG-13,Lionsgate,5000000.0,25801570.0,35341814.0
Memento,2001,Drama,R,Newmarket Films,5000000.0,25544867.0,39723096.0
Our Idiot Brother,2011,Comedy,R,Weinstein Co.,5000000.0,24814830.0,25861249.0
Clerks II,2006,Comedy,R,MGM,5000000.0,24148068.0,27342246.0
Billy Elliot,2000,Drama,PG-13,Focus Features,5000000.0,21995263.0,109263464.0
The Way Way Back,2013,Comedy,PG-13,Fox Searchlight,5000000.0,21502690.0,26853810.0
God’s Not Dead 2,2016,Drama,PG,Pure Flix Entertain…,5000000.0,20773069.0,23562057.0
Still Alice,2015,Drama,PG-13,Sony Pictures Classics,5000000.0,18656400.0,41699612.0
"Paul, Apostle of Christ",2018,Drama,PG-13,Sony Pictures,5000000.0,17547999.0,23389835.0
Addicted,2014,Drama,R,Lionsgate,5000000.0,17390770.0,17499242.0
O (Othello),2001,Drama,R,Lionsgate,5000000.0,16017403.0,16017403.0
It Comes at Night,2017,Horror,R,A24,5000000.0,13985117.0,19720203.0
Y Tu Mamá También,2002,Drama,R,IFC Films,5000000.0,13649881.0,33649881.0
Shaun of the Dead,2004,Comedy,R,Focus/Rogue Pictures,5000000.0,13542874.0,30332385.0
Before I Fall,2017,Drama,PG-13,Open Road,5000000.0,12241072.0,18945682.0
Sunshine Cleaning,2009,Comedy,R,Overture Films,5000000.0,12062558.0,17329337.0
Fifty Shades of Black,2016,Comedy,R,Open Road,5000000.0,11686940.0,22113075.0
Not Easily Broken,2009,Drama,PG-13,Sony Pictures,5000000.0,10572742.0,10732909.0
Moms’ Night Out,2014,Adventure,PG,Sony Pictures,5000000.0,10429707.0,10537341.0
The Belko Experiment,2017,Horror,R,BH Tilt,5000000.0,10166820.0,10803839.0
Digimon: The Movie,2000,Adventure,PG,20th Century Fox,5000000.0,9628751.0,16628751.0
Saved!,2004,Comedy,PG-13,MGM,5000000.0,8886160.0,10206551.0
Les invasions barbares,2003,Drama,R,Miramax,5000000.0,8460000.0,25913869.0
The Forsaken,2001,Horror,R,Sony Pictures,5000000.0,6755271.0,6755271.0
Grandma’s Boy,2006,Comedy,R,20th Century Fox,5000000.0,6090172.0,6590172.0
Made,2001,Comedy,R,Artisan,5000000.0,5308707.0,5476060.0
90 Minutes in Heaven,2015,Drama,PG-13,Samuel Goldwyn Films,5000000.0,4816142.0,4816142.0
Keeping Up with the Steins,2006,Comedy,PG-13,Miramax,5000000.0,4339241.0,4414753.0
Bottle Shock,2008,Drama,PG-13,Freestyle Releasing,5000000.0,4078607.0,4815890.0
Des Hommes et Des Dieux,2011,Drama,PG-13,Sony Pictures Classics,5000000.0,3954651.0,46263525.0
Table 19,2017,Comedy,PG-13,Fox Searchlight,5000000.0,3614896.0,4620399.0
Green Room,2016,Horror,R,A24,5000000.0,3220371.0,3807503.0
Everything Must Go,2011,Drama,PG,Roadside Attractions,5000000.0,2712131.0,2821010.0
Rabbit Hole,2010,Drama,PG-13,Lionsgate,5000000.0,2229058.0,6205034.0
Paterson,2016,Comedy,R,Bleecker Street,5000000.0,2141423.0,10761547.0
Atlas Shrugged: Who Is John Galt?,2014,Drama,PG-13,Atlas Distribution,5000000.0,851690.0,851690.0
Party Monster,2003,Comedy,R,ContentFilm,5000000.0,742898.0,894030.0
Ain't Them Bodies Saints,2013,Drama,R,IFC Films,5000000.0,391611.0,1075009.0
Jimi: All is By My Side,2014,Drama,R,XLrator Media,5000000.0,340911.0,927074.0
"Lovely, Still",2010,Drama,PG,Monterey Media,5000000.0,127564.0,282687.0
Redacted,2007,Drama,R,Magnolia Pictures,5000000.0,65388.0,861325.0
Rudderless,2014,Drama,R,Samuel Goldwyn Films,5000000.0,56001.0,567219.0
Grace,2009,Horror,R,Anchor Bay Entertai…,5000000.0,8297.0,8297.0
Yoga Hosers,2016,Adventure,PG-13,Invincible Pictures,5000000.0,0.0,2199.0
Reach Me,2014,Drama,R,Alchemy,5000000.0,0.0,0.0
Henry & Me,2014,Adventure,PG,Distrib Films,5000000.0,0.0,0.0
Mommy,2015,Drama,R,Roadside Attractions,4900000.0,3498695.0,17536004.0
Hostel,2006,Horror,R,Lionsgate,4800000.0,47326473.0,82241110.0
Take Shelter,2011,Drama,R,Sony Pictures Classics,4750000.0,1728953.0,4972016.0
Dear Frankie,2005,Drama,PG-13,Miramax,4600000.0,1340891.0,3099369.0
The Assassination of Richard Nixon,2004,Drama,R,ThinkFilm,4600000.0,708776.0,4880143.0
Le nom des gens,2011,Comedy,R,Music Box Films,4600000.0,514237.0,9261711.0
25th Hour,2002,Drama,R,Walt Disney,4500000.0,13084595.0,25344490.0
Låt den rätte komma in,2008,Horror,R,Magnolia Pictures,4500000.0,2122085.0,12247682.0
Donnie Darko,2001,Drama,R,Newmarket Films,4500000.0,1480006.0,7510877.0
Salvando al Soldado Perez,2011,Action,PG-13,Lionsgate,4500000.0,1400726.0,9330465.0
Blackthorn,2011,Adventure,R,Magnolia Pictures,4500000.0,200558.0,1217307.0
Maggie,2015,Drama,PG-13,Roadside Attractions,4500000.0,187112.0,664346.0
Lilja 4-ever,2003,Drama,R,Newmarket Films,4500000.0,181655.0,4556982.0
After.Life,2010,Horror,R,,4500000.0,108596.0,2481925.0
The Sweeney,2013,Action,R,Entertainment One,4500000.0,26345.0,8000366.0
Falcon Rising,2014,Adventure,R,Freestyle Releasing,4500000.0,11774.0,11774.0
Daisy Winters,2017,Drama,PG-13,Hannover House,4500000.0,0.0,0.0
Whale Rider,2003,Drama,PG-13,Newmarket Films,4300000.0,20779666.0,39374600.0
Sexy Beast,2001,Drama,R,Fox Searchlight,4300000.0,6946056.0,10158355.0
Animal Kingdom,2010,Drama,R,Sony Pictures Classics,4200000.0,1044039.0,8078683.0
Cargo,2011,Drama,R,Persona Films,4200000.0,0.0,313230.0
Lost in Translation,2003,Drama,R,Focus Features,4000000.0,44585453.0,117085297.0
Monster's Ball,2001,Drama,R,Lionsgate,4000000.0,31273922.0,43766463.0
Boyhood,2014,Drama,R,IFC Films,4000000.0,25379975.0,57273049.0
The Kids Are All Right,2010,Comedy,R,Focus Features,4000000.0,20811365.0,36275469.0
A Haunted House 2,2014,Comedy,R,Open Road,4000000.0,17329487.0,21206861.0
The Last Exorcism Part II,2013,Horror,PG-13,CBS Films,4000000.0,15179303.0,25448707.0
Saving Grace,2000,Comedy,R,Fine Line,4000000.0,12178602.0,27786849.0
The Darkness,2016,Horror,PG-13,High Top Releasing,4000000.0,10753574.0,10898293.0
The Wash,2001,Comedy,R,Lionsgate,4000000.0,10097096.0,10097096.0
3 Strikes,2000,Comedy,R,MGM,4000000.0,9821335.0,9821335.0
The Visitor,2008,Comedy,PG-13,Overture Films,4000000.0,9427026.0,19174817.0
The Cooler,2003,Drama,R,Lionsgate,4000000.0,8291572.0,11131455.0
The Night Listener,2006,Drama,R,Miramax,4000000.0,7836393.0,10770993.0
El orfanato,2007,Horror,R,Picturehouse,4000000.0,7159147.0,79250193.0
Bug,2007,Drama,R,Lionsgate,4000000.0,7006708.0,8302995.0
Let's Go to Prison,2006,Comedy,R,Universal,4000000.0,4630045.0,4630045.0
Secretary,2002,Drama,R,Lionsgate,4000000.0,4046737.0,9413956.0
Thumbsucker,2005,Comedy,R,Sony Pictures Classics,4000000.0,1328679.0,1919197.0
Red State,2011,Horror,R,Smodshow Productions,4000000.0,1065429.0,1983596.0
MirrorMask,2005,Drama,PG,Samuel Goldwyn Films,4000000.0,864959.0,973613.0
Poolhall Junkies,2003,Drama,R,Gold Circle Films,4000000.0,563711.0,563711.0
The Face of Love,2014,Drama,PG-13,IFC Films,4000000.0,385069.0,1158877.0
Joe,2014,Drama,R,Roadside Attractions,4000000.0,373375.0,373375.0
Adoration,2009,Drama,R,Sony Pictures Classics,4000000.0,294244.0,384244.0
The Big Tease,2000,Comedy,R,Warner Bros.,4000000.0,185577.0,185577.0
Desert Dancer,2015,Drama,PG-13,Relativity,4000000.0,155271.0,338109.0
"Guten Tag, Ramon",2015,Drama,PG-13,20th Century Fox,4000000.0,154356.0,4854356.0
Manglehorn,2015,Drama,PG-13,IFC Films,4000000.0,132270.0,797439.0
Tau ming chong,2010,Action,R,,4000000.0,129078.0,38899792.0
Tau ming chong,2010,Action,R,,4000000.0,129078.0,38899792.0
Trust,2011,Drama,R,Alchemy,4000000.0,120016.0,120016.0
An Everlasting Piece,2000,Comedy,R,Dreamworks SKG,4000000.0,75078.0,75078.0
Stake Land,2011,Horror,R,IFC Films,4000000.0,33245.0,679482.0
Sonny,2002,Drama,R,,4000000.0,17639.0,17639.0
Another Happy Day,2011,Drama,R,Phase 4 Films,4000000.0,9120.0,978527.0
The Loved Ones,2012,Horror,R,Paramount Pictures,4000000.0,0.0,12302.0
The Perfect Wave,2014,Drama,PG,,4000000.0,0.0,0.0
Down for Life,2011,Drama,R,B.D. Fox Independent,3800000.0,41914.0,41914.0
The Good Heart,2010,Drama,R,Magnolia Pictures,3800000.0,20930.0,340930.0
